,toid,mean_depth,p90ile_depth,Class,Area
1931,osgb1000030361591,0.008,0.01,A) Low,71
1932,osgb1000030361826,0.076,0.193,A) Low,108
1933,osgb1000030363885,0.044,0.092,A) Low,121
1934,osgb1000030363880,0.098,0.231,A) Low,108
1935,osgb1000030365921,0.003,0.003,A) Low,74
1936,osgb1000030364157,0.022,0.042,A) Low,76
1937,osgb1000030364224,0.137,0.182,B) Medium,70
1938,osgb1000030364067,0.01,0.017,A) Low,88
1939,osgb1000030361648,0.01,0.015,A) Low,85
1940,osgb1000030361650,0.013,0.018,A) Low,75
1941,osgb1000030363853,0.227,0.389,C) High,102
1942,osgb1000030433457,0.006,0.011,A) Low,70
1943,osgb1000030364428,0.056,0.094,A) Low,114
1944,osgb1000030364116,0.036,0.071,A) Low,80
1945,osgb1000030364515,0.057,0.093,A) Low,106
1946,osgb1000030364006,0.024,0.07,A) Low,86
1947,osgb1000030362208,0.01,0.024,A) Low,57
1948,osgb1000030364298,0.116,0.221,B) Medium,141
1949,osgb1000030361573,0.013,0.024,A) Low,76
1950,osgb1000030364306,0.009,0.017,A) Low,89
1951,osgb1000030363809,0.003,0.005,A) Low,60
1952,osgb1000030364055,0.013,0.027,A) Low,68
1953,osgb1000030363882,0.103,0.233,B) Medium,15
1954,osgb1000030365898,0.015,0.025,A) Low,74
1955,osgb1000030364412,0.098,0.192,A) Low,92
1956,osgb1000030365910,0.019,0.033,A) Low,66
1957,osgb1000030364104,0.012,0.024,A) Low,79
1958,osgb1000030364300,0.095,0.211,A) Low,149
1959,osgb1000030363711,0.043,0.191,A) Low,2141
1960,osgb1000030363860,0.009,0.021,A) Low,74
1961,osgb1000030361610,0.006,0.017,A) Low,130
1962,osgb1000030364180,0.01,0.014,A) Low,69
1963,osgb1000030361692,0.105,0.216,B) Medium,95
1964,osgb1000030364196,0.035,0.102,A) Low,90
1965,osgb1000030363988,0.04,0.089,A) Low,93
1966,osgb1000030364106,0.02,0.038,A) Low,64
1967,osgb1000030364389,0.076,0.151,A) Low,96
1968,osgb1000030365916,0.009,0.013,A) Low,83
1969,osgb1000030433482,0.037,0.076,A) Low,16
1970,osgb1000000061718336,0.006,0.016,A) Low,887
1971,osgb1000030364117,0.021,0.041,A) Low,81
1972,osgb1000042571323,0.068,0.229,A) Low,93
1973,osgb1000030433816,0.046,0.109,A) Low,71
1974,osgb1000030363800,0.01,0.018,A) Low,120
1975,osgb1000042808379,0.008,0.01,A) Low,92
1976,osgb1000030364051,0.019,0.028,A) Low,11
1977,osgb1000030363931,0.069,0.11,A) Low,107
1978,osgb1000030363945,0.008,0.012,A) Low,17
1979,osgb1000000061720527,0.009,0.012,A) Low,13
1980,osgb1000030364194,0.002,0.002,A) Low,83
1981,osgb1000030361649,0.012,0.016,A) Low,96
1982,osgb1000030364112,0.009,0.015,A) Low,103
1983,osgb1000030364077,0.014,0.025,A) Low,94
1984,osgb1000042808392,0.005,0.008,A) Low,90
1985,osgb1000030365918,0.004,0.008,A) Low,96
1986,osgb1000030364266,0.085,0.228,A) Low,75
1987,osgb1000030361795,0.15,0.366,C) High,100
1988,osgb1000030361651,0.01,0.019,A) Low,85
1989,osgb1000030364095,0.015,0.033,A) Low,67
1990,osgb1000030364034,0.019,0.028,A) Low,57
1991,osgb1000030363936,0.067,0.086,A) Low,80
1992,osgb1000030364271,0.015,0.039,A) Low,65
1993,osgb1000030362196,0.024,0.046,A) Low,22
1994,osgb1000030364403,0.053,0.142,A) Low,115
1995,osgb1000030363818,0.007,0.014,A) Low,73
1996,osgb1000030363875,0.015,0.005,A) Low,159
1997,osgb1000030364415,0.009,0.014,A) Low,100
1998,osgb1000030364188,0.004,0.005,A) Low,86
1999,osgb1000030361562,0.009,0.015,A) Low,82
2000,osgb1000042808391,0.007,0.012,A) Low,97
2001,osgb1000030363949,0.024,0.058,A) Low,112
2002,osgb1000030363770,0.354,0.366,C) High,4
2003,osgb1000030361694,0.057,0.09,A) Low,67
2004,osgb1000030361642,0.019,0.04,A) Low,51
2005,osgb1000030364145,0.006,0.01,A) Low,93
2006,osgb1000030361619,0.037,0.068,A) Low,79
2007,osgb1000030363863,0.011,0.027,A) Low,109
2008,osgb1000030361675,0.048,0.072,A) Low,11
2009,osgb1000030363877,0.043,0.149,A) Low,112
2010,osgb1000030363951,0.027,0.057,A) Low,109
2011,osgb1000030361627,0.015,0.032,A) Low,74
2012,osgb1000030363778,0.034,0.06,A) Low,60
2013,osgb1000030364058,0.017,0.035,A) Low,67
2014,osgb1000030363897,0.034,0.103,A) Low,102
2015,osgb1000030364347,0.01,0.025,A) Low,734
2016,osgb1000030363879,0.039,0.097,A) Low,97
2017,osgb1000030364161,0.011,0.018,A) Low,72
2018,osgb1000030364465,0.008,0.013,A) Low,89
2019,osgb1000030364393,0.019,0.044,A) Low,108
2020,osgb1000030363774,0.03,0.058,A) Low,141
2021,osgb1000030363845,0.006,0.016,A) Low,83
2022,osgb1000030364126,0.016,0.03,A) Low,71
2023,osgb1000030361817,0.242,0.242,B) Medium,0
2024,osgb1000030364442,0.004,0.005,A) Low,17
2025,osgb1000030363857,0.072,0.169,A) Low,88
2026,osgb1000030364204,0.093,0.172,A) Low,58
2027,osgb1000030363766,0.262,0.329,C) High,53
2028,osgb1000030363900,0.004,0.006,A) Low,122
2029,osgb1000030363783,0.077,0.259,A) Low,125
2030,osgb1000030361724,0.051,0.107,A) Low,85
2031,osgb1000030364079,0.011,0.016,A) Low,67
2032,osgb1000042571321,0.046,0.108,A) Low,85
2033,osgb1000042571328,0.026,0.042,A) Low,89
2034,osgb1000030363714,0.029,0.047,A) Low,838
2035,osgb1000030363937,0.051,0.078,A) Low,17
2036,osgb1000030364248,0.014,0.015,A) Low,13
2037,osgb1000030361806,0.046,0.066,A) Low,94
2038,osgb1000030364093,0.038,0.084,A) Low,67
2039,osgb1000030281845,0.101,0.195,B) Medium,4088
2040,osgb1000030364514,0.058,0.143,A) Low,57
2041,osgb1000030364041,0.035,0.041,A) Low,80
2042,osgb1000030365917,0.007,0.013,A) Low,84
2043,osgb1000030364451,0.002,0.003,A) Low,109
2044,osgb1000030361723,0.112,0.176,B) Medium,122
2045,osgb1000030361588,0.041,0.054,A) Low,89
2046,osgb1000030364158,0.015,0.042,A) Low,64
2047,osgb1000030364507,0.045,0.086,A) Low,58
2048,osgb1000030364267,0.025,0.056,A) Low,76
2049,osgb1000030433420,0.007,0.017,A) Low,54
2050,osgb1000030364313,0.045,0.15,A) Low,119
2051,osgb1000030363716,0.101,0.206,B) Medium,312
2052,osgb1000030364382,0.013,0.029,A) Low,115
2053,osgb1000030364060,0.012,0.018,A) Low,80
2054,osgb1000030364065,0.009,0.014,A) Low,77
2055,osgb1000030364008,0.015,0.042,A) Low,85
2056,osgb1000030364459,0.007,0.016,A) Low,95
2057,osgb1000030364048,0.019,0.034,A) Low,70
2058,osgb1000030364193,0.002,0.003,A) Low,111
2059,osgb1000030361720,0.141,0.212,B) Medium,25
2060,osgb1000030364189,0.004,0.005,A) Low,73
2061,osgb1000030364152,0.068,0.118,A) Low,101
2062,osgb1000030361574,0.022,0.038,A) Low,103
2063,osgb1000030363721,0.291,0.898,C) High,2810
2064,osgb1000030433447,0.004,0.007,A) Low,29
2065,osgb1000030433726,0.003,0.003,A) Low,82
2066,osgb1000030361655,0.013,0.021,A) Low,86
2067,osgb1000030364386,0.107,0.159,B) Medium,119
2068,osgb1000030363974,0.114,0.163,B) Medium,83
2069,osgb1000030363803,0.057,0.078,A) Low,83
2070,osgb1000030364225,0.114,0.166,B) Medium,68
2071,osgb1000030361812,0.006,0.009,A) Low,19
2072,osgb1000030361575,0.021,0.04,A) Low,110
2073,osgb1000030433790,0.085,0.205,A) Low,61
2074,osgb1000042808387,0.002,0.002,A) Low,93
2075,osgb1000030363719,0.247,0.715,C) High,2059
2076,osgb1000030364519,0.04,0.1,A) Low,92
2077,osgb1000042936456,0.01,0.008,A) Low,86
2078,osgb1000030361791,0.02,0.051,A) Low,72
2079,osgb1000030433725,0.003,0.004,A) Low,80
2080,osgb1000030364477,0.026,0.083,A) Low,93
2081,osgb1000030361599,0.096,0.151,A) Low,32
